iter	Passed	Remaining
233	951	3114
234	954	3106
235	958	3101
236	962	3097
237	965	3091
238	968	3084
239	971	3077
240	975	3072
241	979	3066
242	982	3060
243	985	3053
244	988	3046
245	992	3040
246	995	3034
247	998	3028
248	1001	3021
249	1005	3016
250	1009	3013
251	1013	3007
252	1016	3000
253	1019	2994
254	1023	2989
255	1026	2984
256	1029	2977
257	1033	2972
258	1036	2966
259	1040	2961
260	1043	2954
261	1046	2947
262	1050	2943
263	1054	2939
264	1058	2935
265	1061	2928
266	1065	2924
267	1069	2920
268	1073	2917
269	1075	2909
270	1078	2901
271	1082	2896
272	1085	2890
273	1088	2884
274	1092	2880
275	1096	2875
276	1099	2870
277	1102	2864
278	1105	2857
279	1108	2851
280	1112	2846
281	1116	2842
282	1119	2836
283	1122	2830
284	1125	2824
285	1129	2819
286	1133	2815
287	1137	2812
288	1140	2806
289	1144	2802
290	1148	2797
291	1151	2791
292	1154	2786
293	1159	2783
294	1162	2778
295	1166	2773
296	1169	2767
297	1172	2763
298	1176	2758
299	1180	2753
300	1183	2748
301	1186	2743
302	1190	2738
303	1194	2734
304	1197	2729
305	1201	2724
306	1204	2718
307	1207	2713
308	1211	2709
309	1215	2704
310	1218	2699
311	1221	2694
312	1226	2692
313	1229	2687
314	1233	2681
315	1236	2676
316	1240	2672
317	1243	2666
318	1246	2661
319	1250	2656
320	1254	2653
321	1257	2648
322	1261	2643
323	1264	2637
324	1267	2632
325	1271	2628
326	1274	2623
327	1278	2618
328	1281	2613
329	1285	2609
330	1289	2605
331	1292	2600
332	1295	2595
333	1299	2591
334	1303	2587
335	1307	2583
336	1311	2580
337	1316	2577
338	1330	2594
339	1334	2590
340	1337	2585
341	1340	2579
342	1344	2575
343	1348	2571
344	1352	2568
345	1355	2563
346	1359	2557
347	1362	2553
348	1366	2548
349	1369	2543
350	1372	2537
351	1375	2532
352	1379	2528
353	1383	2524
354	1387	2521
355	1391	2517
356	1395	2514
357	1399	2509
358	1402	2504
359	1407	2501
360	1410	2497
361	1414	2492
362	1416	2486
363	1420	2481
364	1424	2477
365	1427	2472
366	1429	2465
367	1432	2460
368	1435	2455
369	1442	2455
370	1445	2450
371	1448	2445
372	1451	2440
373	1455	2436
374	1459	2431
375	1462	2426
376	1465	2421
377	1468	2417
378	1472	2412
379	1475	2407
380	1478	2402
381	1481	2397
382	1484	2392
383	1487	2386
384	1490	2381
385	1493	2376
386	1497	2372
387	1503	2370
388	1506	2366
389	1510	2362
390	1514	2358
391	1517	2354
392	1521	2349
393	1524	2344
394	1527	2339
395	1530	2334
396	1534	2330
397	1537	2325
398	1541	2321
399	1544	2316
400	1547	2312
401	1551	2307
402	1554	2303
403	1558	2299
404	1560	2292
405	1564	2288
406	1567	2283
407	1570	2278
408	1573	2273
409	1577	2269
410	1581	2266
411	1584	2261
412	1587	2257
413	1591	2252
414	1595	2248
415	1598	2244
416	1601	2239
417	1605	2234
418	1608	2230
419	1611	2225
420	1615	2222
421	1618	2217
422	1622	2213
423	1625	2208
424	1629	2204
425	1633	2201
426	1637	2197
427	1640	2193
428	1644	2188
429	1651	2188
430	1655	2185
431	1659	2181
432	1662	2177
433	1665	2172
434	1668	2167
435	1672	2163
436	1675	2158
437	1678	2153
438	1680	2148
439	1683	2143
440	1687	2139
441	1690	2134
442	1694	2130
443	1697	2125
444	1701	2121
445	1705	2117
446	1708	2113
447	1711	2108
448	1714	2103
449	1717	2099
450	1721	2095
451	1724	2091
452	1727	2086
453	1731	2081
454	1734	2077
455	1738	2073
456	1742	2069
457	1745	2065
458	1748	2060
459	1752	2057
460	1755	2052
461	1759	2048
462	1762	2044
463	1766	2040
464	1770	2036
465	1773	2032
466	1776	2027
467	1780	2024
468	1784	2020
469	1787	2015
470	1790	2011
471	1795	2008
472	1798	2004
473	1801	1999
474	1804	1994
475	1807	1990
476	1811	1985
477	1813	1980
478	1816	1976
479	1819	1971
480	1822	1966
481	1826	1962
482	1829	1958
483	1832	1953
484	1834	1948
485	1837	1943
486	1841	1940
487	1844	1935
488	1848	1931
489	1851	1927
490	1854	1922
491	1857	1918
492	1860	1913
493	1863	1908
494	1866	1903
495	1868	1899
496	1872	1894
497	1875	1890
498	1879	1886
499	1881	1881
500	1884	1877
501	1888	1873
502	1891	1868
503	1895	1864
504	1898	1861
505	1903	1858
506	1907	1854
507	1910	1850
508	1913	1846
509	1917	1842
510	1920	1838
511	1924	1833
512	1926	1829
513	1929	1824
514	1934	1822
515	1938	1818
516	1941	1813
517	1944	1809
518	1948	1805
519	1952	1802
520	1955	1797
521	1958	1793
522	1961	1789
523	1966	1785
524	1969	1781
525	1972	1777
526	1974	1772
527	1978	1768
528	1982	1764
529	1985	1760
530	1988	1756
531	1991	1752
532	1996	1748
533	1999	1745
534	2002	1740
535	2005	1736
536	2009	1732
537	2013	1729
538	2016	1724
539	2019	1720
540	2022	1715
541	2027	1712
542	2031	1709
543	2034	1705
544	2038	1701
545	2042	1698
546	2045	1694
547	2049	1690
548	2052	1685
549	2055	1682
550	2059	1678
551	2062	1674
552	2066	1670
553	2069	1665
554	2072	1662
555	2076	1658
556	2080	1654
557	2082	1649
558	2087	1646
559	2091	1643
560	2095	1639
561	2099	1636
562	2103	1632
563	2106	1628
564	2109	1624
565	2113	1620
566	2116	1615
567	2119	1612
568	2123	1608
569	2127	1604
570	2130	1600
571	2133	1596
572	2137	1593
573	2140	1588
574	2143	1584
575	2146	1579
576	2149	1576
577	2153	1571
578	2155	1567
579	2158	1563
580	2161	1558
581	2165	1555
582	2169	1551
583	2172	1547
584	2175	1543
585	2179	1539
586	2182	1535
587	2186	1532
588	2190	1528
589	2193	1523
590	2197	1520
591	2200	1516
592	2204	1512
593	2207	1508
594	2210	1504
595	2214	1501
596	2218	1497
597	2222	1493
598	2225	1490
599	2229	1486
600	2233	1482
601	2236	1478
602	2239	1474
603	2242	1470
604	2246	1466
605	2249	1462
606	2251	1457
607	2254	1453
608	2259	1450
609	2262	1446
610	2265	1442
611	2267	1437
612	2270	1433
613	2274	1429
614	2277	1425
615	2281	1422
616	2284	1418
617	2289	1415
618	2292	1411
619	2295	1407
620	2298	1402
621	2302	1399
622	2306	1395
623	2309	1391
624	2312	1387
625	2315	1383
626	2318	1379
627	2321	1375
628	2325	1371
629	2328	1367
630	2332	1363
631	2335	1360
632	2339	1356
633	2342	1352
634	2346	1348
635	2349	1344
636	2353	1341
637	2356	1337
638	2359	1332
639	2362	1328
640	2366	1325
641	2370	1321
642	2373	1317
643	2376	1313
644	2379	1309
645	2384	1306
646	2388	1303
647	2392	1299
648	2395	1295
649	2399	1291
650	2402	1287
651	2405	1283
652	2408	1279
653	2412	1276
654	2416	1273
655	2419	1268
656	2423	1265
657	2427	1261
658	2431	1258
659	2435	1254
660	2438	1250
661	2441	1246
662	2445	1242
663	2448	1239
664	2451	1234
665	2454	1230
666	2457	1227
667	2461	1223
668	2464	1219
669	2467	1215
670	2469	1210
671	2473	1207
672	2477	1203
673	2480	1199
674	2483	1195
675	2486	1191
676	2490	1188
677	2493	1184
678	2497	1180
679	2500	1176
680	2504	1173
681	2508	1169
682	2512	1165
683	2514	1161
684	2517	1157
685	2522	1154
686	2525	1150
687	2528	1146
688	2531	1142
689	2534	1138
690	2538	1135
691	2542	1131
692	2545	1127
693	2548	1123
694	2551	1119
695	2555	1116
696	2558	1112
697	2562	1108
698	2565	1104
699	2568	1100
700	2573	1097
701	2576	1093
702	2580	1090
703	2584	1086
704	2587	1082
705	2590	1078
706	2593	1074
707	2597	1071
708	2601	1067
709	2605	1064
710	2608	1060
711	2613	1056
712	2616	1053
713	2619	1049
714	2622	1045
715	2626	1041
716	2629	1037
717	2633	1034
718	2636	1030
719	2639	1026
720	2642	1022
721	2645	1018
722	2648	1014
723	2651	1010
724	2654	1006
725	2657	1003
726	2661	999
727	2664	995
728	2667	991
729	2670	987
730	2674	984
731	2677	980
732	2681	976
733	2683	972
734	2687	969
735	2691	965
736	2695	962
737	2699	958
738	2702	954
739	2706	950
740	2709	947
741	2712	943
742	2715	939
743	2718	935
744	2721	931
745	2724	927
746	2727	923
747	2730	919
748	2732	915
749	2735	911
750	2738	908
751	2741	903
752	2744	900
753	2746	896
754	2749	892
755	2753	888
756	2756	884
757	2759	880
758	2762	877
759	2765	873
760	2768	869
761	2771	865
762	2774	861
763	2777	858
764	2780	854
765	2784	850
766	2786	846
767	2789	842
768	2791	838
769	2794	834
770	2797	830
771	2801	827
772	2804	823
773	2807	819
774	2810	815
775	2813	812
776	2816	808
777	2818	804
778	2821	800
779	2824	796
780	2828	793
781	2831	789
782	2834	785
783	2837	781
784	2840	778
785	2844	774
786	2847	770
787	2850	766
788	2853	763
789	2857	759
790	2860	755
791	2864	752
792	2868	748
793	2871	744
794	2875	741
795	2878	737
796	2882	734
797	2885	730
798	2888	726
799	2892	723
800	2896	719
801	2899	715
802	2903	712
803	2906	708
804	2910	705
805	2914	701
806	2917	697
807	2920	694
808	2924	690
809	2927	686
810	2931	683
811	2934	679
812	2938	675
813	2942	672
814	2945	668
815	2948	664
816	2951	661
817	2956	657
818	2959	654
819	2962	650
820	2966	646
821	2970	643
822	2974	639
823	2977	635
824	2980	632
825	2983	628
826	2987	625
827	2992	621
828	2995	617
829	2998	614
830	3002	610
831	3005	606
832	3008	603
833	3012	599
834	3017	596
835	3020	592
836	3023	588
837	3027	585
838	3031	581
839	3034	578
840	3037	574
841	3040	570
842	3044	566
843	3047	563
844	3050	559
845	3054	555
846	3057	552
847	3060	548
848	3064	545
849	3067	541
850	3070	537
851	3074	534
852	3079	530
853	3082	527
854	3086	523
855	3090	519
856	3094	516
857	3098	512
858	3101	509
859	3105	505
860	3108	501
861	3112	498
862	3116	494
863	3119	490
864	3122	487
865	3127	483
866	3130	480
867	3133	476
868	3136	472
869	3140	469
870	3144	465
871	3147	461
872	3149	458
873	3152	454
874	3156	450
875	3158	447
876	3162	443
877	3165	439
878	3167	436
879	3171	432
880	3175	428
881	3177	425
882	3180	421
883	3183	417
884	3191	414
885	3194	411
886	3198	407
887	3201	403
888	3205	400
889	3208	396
890	3211	392
891	3214	389
892	3219	385
893	3222	382
894	3225	378
895	3228	374
896	3232	371
897	3236	367
898	3240	364
899	3243	360
900	3247	356
901	3251	353
902	3255	349
903	3257	345
904	3261	342
905	3265	338
906	3269	335
907	3272	331
908	3275	327
909	3279	324
910	3282	320
911	3285	317
912	3288	313
913	3292	309
914	3296	306
915	3299	302
916	3302	298
917	3305	295
918	3307	291
919	3311	287
920	3314	284
921	3317	280
922	3321	277
923	3324	273
924	3327	269
925	3331	266
926	3334	262
927	3338	259
928	3342	255
929	3345	251
930	3348	248
931	3351	244
932	3355	240
933	3360	237
934	3365	233
935	3368	230
936	3372	226
937	3375	223
938	3379	219
939	3382	215
940	3385	212
941	3389	208
942	3392	205
943	3395	201
944	3398	197
945	3402	194
946	3405	190
947	3409	186
948	3412	183
949	3415	179
950	3419	176
951	3422	172
952	3425	168
953	3429	165
954	3432	161
955	3436	158
956	3439	154
957	3443	150
958	3446	147
959	3451	143
960	3455	140
961	3459	136
962	3462	133
963	3466	129
964	3470	125
965	3474	122
966	3477	118
967	3481	115
968	3485	111
969	3488	107
970	3490	104
971	3493	100
972	3497	97
973	3500	93
974	3504	89
975	3507	86
976	3511	82
977	3514	79
978	3518	75
979	3520	71
980	3524	68
981	3528	64
982	3531	61
983	3535	57
984	3538	53
985	3542	50
986	3546	46
987	3561	43
988	3564	39
989	3567	36
990	3570	32
991	3574	28
992	3579	25
993	3583	21
994	3586	18
995	3590	14
996	3593	10
997	3597	7
998	3600	3
999	3603	0
