iter	Logloss
194	0.3234686803
195	0.3231772862
196	0.3227117329
197	0.3224148648
198	0.3218304194
199	0.3215077958
200	0.3211525303
201	0.3206739069
202	0.3201493133
203	0.3196643581
204	0.3193264694
205	0.3190082652
206	0.3187375942
207	0.3184123654
208	0.3179918829
209	0.3175746586
210	0.3172080755
211	0.316824292
212	0.3166086211
213	0.3160499116
214	0.3155700405
215	0.3150997839
216	0.3143787269
217	0.314008669
218	0.3137547432
219	0.3133978904
220	0.3130819418
221	0.3130460139
222	0.3126708991
223	0.3123521233
224	0.3121063573
225	0.3117835829
226	0.3114399562
227	0.3111090329
228	0.3109464911
229	0.3105275054
230	0.3101013388
231	0.3096507669
232	0.3092558276
233	0.3088035729
234	0.3083547998
235	0.3080067055
236	0.3075858197
237	0.3074350323
238	0.3070333669
239	0.3068426941
240	0.3065949903
241	0.3062728272
242	0.3058931824
243	0.3056457888
244	0.3052419073
245	0.3050284849
246	0.3046984259
247	0.3042569278
248	0.3039710886
249	0.3036663242
250	0.3031600842
251	0.302865964
252	0.3024147622
253	0.3019012221
254	0.3015446602
255	0.3010647222
256	0.3007806659
257	0.30040296
258	0.3001982091
259	0.2998782246
260	0.299691126
261	0.2995097218
262	0.2992291472
263	0.2988469061
264	0.2985454609
265	0.298112498
266	0.2978803134
267	0.2974398377
268	0.2969715776
269	0.2966894787
270	0.2964320239
271	0.2962556302
272	0.2959570231
273	0.2956300104
274	0.295333406
275	0.2949497839
276	0.2946511144
277	0.2942493572
278	0.2941973766
279	0.2940483549
280	0.2936756883
281	0.2933390613
282	0.2932736161
283	0.2929117012
284	0.2924921233
285	0.2920971851
286	0.2916925096
287	0.2913554762
288	0.2910356902
289	0.2907128837
290	0.2903306134
291	0.2899888348
292	0.2896306087
293	0.2893256839
294	0.2888610904
295	0.2884940465
296	0.2883721028
297	0.2881708948
298	0.287868122
299	0.2876352666
300	0.2872846468
301	0.2869715268
302	0.2866739668
303	0.2864337367
304	0.2861596639
305	0.285808073
306	0.2854758326
307	0.2851760218
308	0.284887007
309	0.2845539965
310	0.2841232689
311	0.2838252684
312	0.2834970206
313	0.2832428949
314	0.2828719975
315	0.2826371281
316	0.2822977924
317	0.2819316405
318	0.2816012939
319	0.2813707764
320	0.2811786465
321	0.2808444601
322	0.2806106183
323	0.2803705846
324	0.2800981562
325	0.2797622901
326	0.2794052825
327	0.2791118684
328	0.2790017409
329	0.2788195885
330	0.2785880767
331	0.2782776578
332	0.2781504349
333	0.2777811207
334	0.2774298355
335	0.2772309816
336	0.2768592457
337	0.2764990638
338	0.2762404378
339	0.2758798096
340	0.2756422539
341	0.2753417484
342	0.2750692888
343	0.2748300646
344	0.2746410889
345	0.274355273
346	0.2742140273
347	0.2740340588
348	0.2737513039
349	0.2735681284
350	0.2733812625
351	0.2731775813
352	0.2729262096
353	0.2726550714
354	0.2723040485
355	0.2720210634
356	0.2717383312
357	0.2714705939
358	0.2712417225
359	0.2707649611
360	0.2704728689
361	0.270316225
362	0.2702073928
363	0.270011712
364	0.2696941372
365	0.2695802623
366	0.2695164224
367	0.2692871039
368	0.2689638137
369	0.2688073132
370	0.2684109696
371	0.2681374721
372	0.2678812325
373	0.2675293932
374	0.2673065532
375	0.2668438267
376	0.2665103685
377	0.2663039818
378	0.2660263944
379	0.2657229554
380	0.2655081108
381	0.2652181293
382	0.2648933885
383	0.2646168464
384	0.2643193591
385	0.2641087053
386	0.2639249787
387	0.2636872739
388	0.2634797026
389	0.2631367982
390	0.2630293123
391	0.2629312996
392	0.2626775757
393	0.2625524517
394	0.262435699
395	0.2620899203
396	0.2619719172
397	0.261806264
398	0.2614878791
399	0.2612235659
400	0.261062698
401	0.2609176275
402	0.2606049075
403	0.2602566047
404	0.2602528674
405	0.2599620823
406	0.2598138631
407	0.2596753181
408	0.2593792615
409	0.2592155428
410	0.2589263795
411	0.2586426129
412	0.258390811
413	0.2580819156
414	0.2578191012
415	0.257641502
416	0.2576049218
417	0.2573344558
418	0.2569863969
419	0.2567509355
420	0.2565151814
421	0.2563665658
422	0.2561017694
423	0.2559054704
424	0.255639115
425	0.2552941938
426	0.2550444323
427	0.2548605199
428	0.2546353095
429	0.2543990394
430	0.2543040962
431	0.2539500844
432	0.2537992039
433	0.2536627461
434	0.2533500985
435	0.2531538871
436	0.2527415584
437	0.252671393
438	0.25242257
439	0.2522031839
440	0.2519968149
441	0.2516203871
442	0.2513423886
443	0.2511477054
444	0.2507481619
445	0.2505225524
446	0.2502523132
447	0.2499913377
448	0.2499867342
449	0.2497369706
450	0.2494363285
451	0.2492719523
452	0.2487581059
453	0.2486304409
454	0.2483831119
455	0.2480878089
456	0.247967646
457	0.2477893428
458	0.2476725527
459	0.2474356511
460	0.2473198817
461	0.2469983963
462	0.2468095036
463	0.2465222977
464	0.2462476023
465	0.2459349999
466	0.2457603561
467	0.2453912715
468	0.2451707892
469	0.2449083187
470	0.2446569769
471	0.2445586298
472	0.2445407643
473	0.2443872337
474	0.2440386297
475	0.2438355957
476	0.2437357589
477	0.2435265319
478	0.2432200428
479	0.2429745744
480	0.2427847691
481	0.2425588184
482	0.2423588072
483	0.242184712
484	0.2418220794
485	0.2415656754
486	0.2413470514
487	0.2412216313
488	0.2409470381
489	0.2407332175
490	0.2404615161
491	0.2401813738
492	0.239981
493	0.2397552958
494	0.2395024504
495	0.2393450202
496	0.2392654708
497	0.2391481294
498	0.238892774
499	0.238651923
500	0.2384527445
501	0.2383021034
502	0.2381271331
503	0.2378571109
504	0.2377184036
505	0.2374762838
506	0.237145376
507	0.2370192728
508	0.2367758871
509	0.2365460163
510	0.2363847153
511	0.2361335928
512	0.2359134501
513	0.2355889125
514	0.2354256555
515	0.2352572752
516	0.2350028339
517	0.2348790737
518	0.2346357021
519	0.2343303157
520	0.234107692
521	0.2339084331
522	0.233528395
523	0.2333914053
524	0.2332353167
525	0.2329189917
526	0.2327686255
527	0.2325488996
528	0.2324068786
529	0.2322067891
530	0.2320062081
531	0.2317429774
532	0.2315578806
533	0.2313001608
534	0.231123521
535	0.2308108714
536	0.2305762257
537	0.2303009527
538	0.2298826781
539	0.2296053712
540	0.2294077538
541	0.2291729319
542	0.2289058101
543	0.2286729541
544	0.2284015015
545	0.228032962
546	0.2277692688
547	0.2275089592
548	0.2272726606
549	0.2269921507
550	0.2266542194
551	0.2264962268
552	0.226317308
553	0.2261401697
554	0.2260042809
555	0.2258306942
556	0.2255476563
557	0.2252442158
558	0.2249626333
559	0.2246522947
560	0.2242606496
561	0.2240188038
562	0.2237382451
563	0.2234137424
564	0.2231325225
565	0.2229035049
566	0.2227299776
567	0.2225005827
568	0.2223408856
569	0.2220343417
570	0.2217897623
571	0.2216254226
572	0.2214428927
573	0.2210742405
574	0.220942088
575	0.2208808662
576	0.2206830039
577	0.2204319067
578	0.2200862263
579	0.2199052703
580	0.2196783697
581	0.2194153162
582	0.2192767668
583	0.2190417616
584	0.2189083888
585	0.218629031
586	0.2184242722
587	0.2182901516
588	0.2181062723
589	0.217920116
590	0.2176164091
591	0.2173107752
592	0.2171212141
593	0.2168702226
594	0.2166438888
595	0.2164511957
596	0.2161615936
597	0.2160212127
598	0.2158853667
599	0.2157638787
600	0.2154821673
601	0.2152717501
602	0.2150937576
603	0.2149034518
604	0.2146813612
605	0.2144812541
606	0.2143749808
607	0.2141801982
608	0.2139745572
609	0.2138437674
610	0.2135773015
611	0.213477268
612	0.2133902487
613	0.2132203458
614	0.2130348053
615	0.2128749766
616	0.2126473602
617	0.2123212466
618	0.2121752948
619	0.2120003117
620	0.2117949594
621	0.2116322769
622	0.2113794289
623	0.2112615118
624	0.2110070946
625	0.210769118
626	0.2105778627
627	0.2104194044
628	0.2101560678
629	0.2098470906
630	0.2096309873
631	0.2094574408
632	0.2092555932
633	0.2090273776
634	0.208878829
635	0.208762452
636	0.208393941
637	0.2082065359
638	0.2080244239
639	0.2078760042
640	0.2077738453
641	0.2075243262
642	0.2073485919
643	0.2071317491
644	0.2070573677
645	0.2068088657
646	0.2065736542
647	0.2064337168
648	0.2063144428
649	0.2061070725
650	0.2059021569
651	0.2056835254
652	0.2055525455
653	0.2052657021
654	0.2051541427
655	0.2049697974
656	0.2046843541
657	0.2044470444
658	0.2042504147
659	0.2039717728
660	0.2038364762
661	0.2036464421
662	0.2033977544
663	0.2032484356
664	0.2028940477
665	0.2025834023
666	0.2023660455
667	0.2020552157
668	0.2017841285
669	0.201554055
670	0.2013828549
671	0.2012319686
672	0.2010291014
673	0.2008292338
674	0.2006700308
675	0.2002990366
676	0.2001440753
677	0.1999677016
678	0.1998766982
679	0.199669293
680	0.1993338017
681	0.1991542902
682	0.1989278844
683	0.1987607162
684	0.1985391301
685	0.198277605
686	0.1981906874
687	0.1981711923
688	0.197994071
689	0.1977404398
690	0.1975828776
691	0.1973791381
692	0.1972085031
693	0.197134448
694	0.1969096863
695	0.1967543161
696	0.1965776248
697	0.1964301332
698	0.1961985284
699	0.1960339042
700	0.1959379859
701	0.1955860509
702	0.1953282678
703	0.1950760191
704	0.1948589833
705	0.194680711
706	0.1945271025
707	0.1943029541
708	0.1940117953
709	0.1937864037
710	0.1937082559
711	0.1935621026
712	0.1934030169
713	0.1931180796
714	0.1929822845
715	0.1928472711
716	0.1926687919
717	0.1925393624
718	0.1923737994
719	0.1921376791
720	0.1919798428
721	0.1917472599
722	0.1915702151
723	0.1914574389
724	0.1911979376
725	0.1909182904
726	0.1906924536
727	0.1906353814
728	0.1904309398
729	0.1902921382
730	0.1901222514
731	0.1898611621
732	0.1896416175
733	0.1894770552
734	0.1893742772
735	0.1891602733
736	0.1889504394
737	0.1887539042
738	0.1885173907
739	0.1882318682
740	0.1880435717
741	0.1878133174
742	0.1876095173
743	0.1875191327
744	0.1874675765
745	0.1872850655
746	0.1871212517
747	0.1870483738
748	0.1869079006
749	0.1867316046
750	0.1864688238
751	0.1863765348
752	0.1862280122
753	0.1860302868
754	0.1857708302
755	0.1855874836
756	0.1854771386
757	0.1852669084
758	0.1851771849
759	0.1850355765
760	0.1848547251
761	0.1846762155
762	0.1845680461
763	0.1843146554
764	0.1841762453
765	0.1839409375
766	0.1837704885
767	0.1836772672
768	0.1836071406
769	0.183511773
770	0.1833358126
771	0.183217551
772	0.183069787
773	0.1828339101
774	0.1826420524
775	0.1824310563
776	0.1821813583
777	0.1819227806
778	0.1818285929
779	0.1816028837
780	0.1813489852
781	0.181191603
782	0.1810539533
783	0.1808552705
784	0.18075281
785	0.1805018347
786	0.1803542217
787	0.1801952916
788	0.1800797305
789	0.1798954868
790	0.1796657598
791	0.1795230715
792	0.1793852976
793	0.1792380708
794	0.1790165219
795	0.1787067176
796	0.1784184736
797	0.1782239069
798	0.1780493487
799	0.177863827
800	0.177773441
801	0.1776530409
802	0.1775440891
803	0.1774487282
804	0.1773937605
805	0.177189004
806	0.1769973288
807	0.176858801
808	0.1767716836
809	0.1767042593
810	0.1764733186
811	0.1763076068
812	0.1761705638
813	0.1760780916
814	0.1759390514
815	0.1757132891
816	0.1755884571
817	0.1755027244
818	0.1752572907
819	0.1751711584
820	0.1749425344
821	0.1747694306
822	0.1746440254
823	0.1745829426
824	0.1743735784
825	0.1741480282
826	0.1739692361
827	0.1738032429
828	0.173601141
829	0.1735001458
830	0.1733111096
831	0.1732243322
832	0.1730406793
833	0.172883366
834	0.1726690938
835	0.1724689167
836	0.17237409
837	0.1722717933
838	0.1720874995
839	0.1719308726
840	0.1718797499
841	0.1717111214
842	0.1715648773
843	0.1714146201
844	0.1712322816
845	0.1710644643
846	0.1709214086
847	0.1706701223
848	0.17049517
849	0.1703577019
850	0.1701835395
851	0.1700682673
852	0.1698730887
853	0.1697613683
854	0.1696369247
855	0.1694404323
856	0.1692310318
857	0.1690382115
858	0.1689234212
859	0.1687222017
860	0.1685401025
861	0.1684412093
862	0.168213171
863	0.1680556559
864	0.1678912561
865	0.167763493
866	0.1675073105
867	0.1673639403
868	0.1672016285
869	0.1670916171
870	0.1669566599
871	0.1667663488
872	0.1667159349
873	0.1665866828
874	0.1663945977
875	0.1662928377
876	0.1661871269
877	0.1660190999
878	0.1658728283
879	0.1657512666
880	0.1656039725
881	0.1655100271
882	0.1653387056
883	0.1651994273
884	0.1650413685
885	0.1648920644
886	0.1647649364
887	0.1645727126
888	0.1644828681
889	0.1642144121
890	0.1641095929
891	0.1639250651
892	0.1638074355
893	0.1637392444
894	0.1636171366
895	0.163475088
896	0.1633246451
897	0.1631157826
898	0.1629469396
899	0.1627234704
900	0.1626074761
901	0.1623881439
902	0.1622056449
903	0.1620656371
904	0.1618895569
905	0.1617187426
906	0.1615262139
907	0.1613499535
908	0.1612012206
909	0.1610573995
910	0.1609775643
911	0.1608224777
912	0.1606948434
913	0.1605336436
914	0.1603681784
915	0.1603028233
916	0.1601424265
917	0.1600645326
918	0.1599686076
919	0.1597910942
920	0.1596518466
921	0.1595280946
922	0.1593428928
923	0.1591990788
924	0.1589336809
925	0.1587661735
926	0.1586034417
927	0.1584597999
928	0.158344505
929	0.1581665593
930	0.1580769978
931	0.157957975
932	0.1577889427
933	0.1576185167
934	0.1574577709
935	0.1573528114
936	0.1572176851
937	0.1571130772
938	0.1569448282
939	0.1567351977
940	0.1565252284
941	0.1563638161
942	0.156232781
943	0.1560786985
944	0.1559575008
945	0.1558176759
946	0.155681224
947	0.1555759607
948	0.1554542658
949	0.155313917
950	0.1551811727
951	0.1550233974
952	0.1548618979
953	0.1547260337
954	0.1545979794
955	0.1543811005
956	0.1542163752
957	0.1540397355
958	0.1539330745
959	0.1537745711
960	0.1536538392
961	0.1535456364
962	0.1534095446
963	0.153191951
964	0.1530061519
965	0.152869052
966	0.1527045472
967	0.152520016
968	0.1523631686
969	0.1522283937
970	0.1520708949
971	0.1518970119
972	0.1517264042
973	0.1516259949
974	0.1515005959
975	0.1513724625
976	0.1512491641
977	0.1511606501
978	0.1510102474
979	0.1508593695
980	0.1507384506
981	0.1507064573
982	0.150521482
983	0.1503936088
984	0.1502100777
985	0.1500928818
986	0.1500259278
987	0.1498679966
988	0.1497174722
989	0.1495962869
990	0.1494371855
991	0.1493050762
992	0.1491277325
993	0.1490045969
994	0.1488402515
995	0.1486874464
996	0.1485222394
997	0.1483549319
998	0.1481851363
999	0.1480592397
