iter	Logloss
473	0.2580183319
474	0.2578737723
475	0.2576751074
476	0.2574943707
477	0.2573836927
478	0.2572017442
479	0.2570167793
480	0.2567226599
481	0.2565479686
482	0.2562966909
483	0.2559948565
484	0.2557766207
485	0.2555576753
486	0.2553914858
487	0.2552071585
488	0.2550445962
489	0.2547250121
490	0.2545494331
491	0.2544054355
492	0.25403523
493	0.2538952819
494	0.2535728026
495	0.2532316457
496	0.2530697961
497	0.2528518867
498	0.2525751838
499	0.2524499909
500	0.2521747769
501	0.2518979697
502	0.2516772451
503	0.2515191887
504	0.2513344379
505	0.2512000018
506	0.250908434
507	0.2508904348
508	0.2507476281
509	0.2505185543
510	0.2503503218
511	0.2501163267
512	0.2499316995
513	0.249721774
514	0.2495294158
515	0.249250739
516	0.2491805872
517	0.249080532
518	0.2487873822
519	0.2485340711
520	0.2482232406
521	0.2480932105
522	0.2478877191
523	0.2475684152
524	0.2475082938
525	0.2472706865
526	0.2468814997
527	0.246678154
528	0.2465764685
529	0.2464218095
530	0.2460068226
531	0.2457491028
532	0.2455116958
533	0.2453860485
534	0.2449916166
535	0.2447742044
536	0.2445634671
537	0.2443077428
538	0.2440901065
539	0.2439040219
540	0.2437863228
541	0.2436268562
542	0.2434540357
543	0.2432395825
544	0.2431106062
545	0.2428150772
546	0.2424253861
547	0.2421738056
548	0.2420149189
549	0.2418672803
550	0.2417324606
551	0.2416648562
552	0.2415188689
553	0.2413279622
554	0.2411886365
555	0.2411193297
556	0.2409887726
557	0.2407237192
558	0.2405583991
559	0.2403882573
560	0.2400740426
561	0.2398310961
562	0.2396896116
563	0.2395473828
564	0.2393767393
565	0.2392376619
566	0.2389865077
567	0.2388868262
568	0.2387257301
569	0.2385909907
570	0.23845844
571	0.2381329132
572	0.237874328
573	0.2378152982
574	0.2375380415
575	0.2373314252
576	0.2370949903
577	0.2368763967
578	0.2368049793
579	0.2365876794
580	0.2364869083
581	0.23634366
582	0.236124602
583	0.2359206943
584	0.2358378475
585	0.2357184599
586	0.2355434601
587	0.2352897087
588	0.2350147778
589	0.2348330045
590	0.234704956
591	0.2344855483
592	0.234319448
593	0.2340515886
594	0.2338507666
595	0.2335819613
596	0.2333958673
597	0.2332769663
598	0.2330681
599	0.232840602
600	0.2328039486
601	0.2326601909
602	0.2325480272
603	0.2323155398
604	0.2321692908
605	0.231934742
606	0.2318260168
607	0.2317748941
608	0.2314189626
609	0.2312720934
610	0.2311005964
611	0.2309231288
612	0.2307235008
613	0.2304789979
614	0.2302850871
615	0.230219915
616	0.2299836096
617	0.2298082594
618	0.2296004611
619	0.2293193952
620	0.2291091379
621	0.2289674391
622	0.2286923363
623	0.2284504649
624	0.2282883658
625	0.2282862065
626	0.2280844742
627	0.2279302628
628	0.2276957625
629	0.2275047415
630	0.2273885264
631	0.2271922777
632	0.2270098922
633	0.2267994142
634	0.226597563
635	0.2264439809
636	0.2262836399
637	0.2261225293
638	0.2261206794
639	0.225840555
640	0.2256111919
641	0.2254905147
642	0.225274674
643	0.2250709729
644	0.2248829723
645	0.2246826729
646	0.2244592949
647	0.2243076982
648	0.2241262272
649	0.223993582
650	0.2237952318
651	0.2236272726
652	0.2233752028
653	0.2231349798
654	0.2230028395
655	0.2228301755
656	0.2227200766
657	0.2225727354
658	0.2224562715
659	0.2223065385
660	0.2221162333
661	0.2218833307
662	0.2216531454
663	0.2215881461
664	0.2214302169
665	0.2212143243
666	0.2211263145
667	0.2208418985
668	0.2206745408
669	0.2205158724
670	0.2202719983
671	0.2201750499
672	0.2200230261
673	0.2199474506
674	0.2197891063
675	0.2195800538
676	0.2193282131
677	0.219168673
678	0.2190668034
679	0.2188978162
680	0.2186374229
681	0.2184229246
682	0.2181821697
683	0.2181590957
684	0.2179920927
685	0.2178606373
686	0.2175437174
687	0.2174090232
688	0.2173045743
689	0.2171956386
690	0.2169894077
691	0.2168417564
692	0.2166842909
693	0.2164527141
694	0.2162085944
695	0.2160141482
696	0.2157457151
697	0.2155610169
698	0.2154330963
699	0.2151891291
700	0.2148760526
701	0.2147836357
702	0.2145882629
703	0.2144248483
704	0.2141027729
705	0.2139228547
706	0.2137749253
707	0.2135209782
708	0.2132662728
709	0.2130917247
710	0.2129151346
711	0.2127446575
712	0.2124605081
713	0.2122051589
714	0.2119931862
715	0.2118717518
716	0.2116536353
717	0.2114737732
718	0.2112389548
719	0.2110631491
720	0.2108642581
721	0.2107293785
722	0.2105188888
723	0.2103250931
724	0.2101243217
725	0.2098504983
726	0.2097207266
727	0.2095502047
728	0.2092924954
729	0.2091371671
730	0.2090350295
731	0.2089720165
732	0.2088381013
733	0.2086502406
734	0.2084561139
735	0.2082676
736	0.2080921714
737	0.2079976644
738	0.2077604013
739	0.2076960143
740	0.2073400304
741	0.2070936762
742	0.2069384287
743	0.2066736323
744	0.2063927724
745	0.2061310685
746	0.2059481292
747	0.2056733711
748	0.2054792015
749	0.2053472934
750	0.2051879334
751	0.2049645086
752	0.204782513
753	0.2045437019
754	0.2043762308
755	0.2042480141
756	0.204054653
757	0.2039199298
758	0.2037109804
759	0.2035012079
760	0.2033977706
761	0.2033164538
762	0.2030982765
763	0.2028505899
764	0.2026892477
765	0.2024553079
766	0.2023067624
767	0.2020936403
768	0.2019477915
769	0.2017843908
770	0.2014366722
771	0.2012744844
772	0.2011183649
773	0.2009801899
774	0.200829687
775	0.2006720728
776	0.2005417894
777	0.2003108937
778	0.2001637584
779	0.200071829
780	0.1999558046
781	0.199747065
782	0.1995639564
783	0.199399923
784	0.1992522775
785	0.1991149231
786	0.1988926897
787	0.1987109698
788	0.1983812779
789	0.1982932735
790	0.19810378
791	0.1979419889
792	0.1977562469
793	0.1975929034
794	0.1973746744
795	0.1971762289
796	0.1969381456
797	0.1967072958
798	0.1965713866
799	0.1963924088
800	0.1961867021
801	0.1960802469
802	0.1958750322
803	0.1956500228
804	0.1954403949
805	0.1953016118
806	0.1951380025
807	0.1949938482
808	0.1948504547
809	0.1946311151
810	0.194538782
811	0.1944482068
812	0.194261179
813	0.1940476459
814	0.1939182762
815	0.1937958799
816	0.193646953
817	0.1934732901
818	0.1933086356
819	0.1931288055
820	0.1928859924
821	0.1928000228
822	0.1925684662
823	0.1924458888
824	0.192250748
825	0.1920617863
826	0.1919325698
827	0.1918106276
828	0.1916576968
829	0.1914622523
830	0.1912794078
831	0.1911520918
832	0.1909802303
833	0.1908420408
834	0.1906809272
835	0.1905490836
836	0.1904471647
837	0.1902387905
838	0.1901222658
839	0.1899699952
840	0.1897201474
841	0.1896101621
842	0.1894040868
843	0.1892166415
844	0.1890112142
845	0.1888269763
846	0.188635381
847	0.1884771291
848	0.1883509526
849	0.1881463123
850	0.1879728418
851	0.1877367918
852	0.187505181
853	0.1873100306
854	0.1871929772
855	0.1869226598
856	0.1867632568
857	0.1866136004
858	0.1864142108
859	0.186222504
860	0.1860408073
861	0.1859211531
862	0.1857493921
863	0.1855874732
864	0.1853923769
865	0.1852697528
866	0.1851543703
867	0.1850760109
868	0.1849125095
869	0.184758943
870	0.1845939474
871	0.1844036338
872	0.1841945501
873	0.1840563659
874	0.1839418674
875	0.1838659447
876	0.1837610637
877	0.183616128
878	0.1835305852
879	0.1833683637
880	0.1832614392
881	0.1831490125
882	0.183059077
883	0.1828748408
884	0.1827282311
885	0.1826096947
886	0.1823988325
887	0.1823130914
888	0.182156773
889	0.1819573647
890	0.1817749297
891	0.1816647498
892	0.1814658123
893	0.1812417287
894	0.1811447731
895	0.1810432579
896	0.1808794807
897	0.1807285994
898	0.1806598036
899	0.1804562747
900	0.180343041
901	0.1802574061
902	0.1801688965
903	0.1800740935
904	0.1799415245
905	0.1798627625
906	0.1796863169
907	0.1794245184
908	0.1792838592
909	0.1791450293
910	0.1790086046
911	0.1787834646
912	0.1786849556
913	0.1785121419
914	0.1783726788
915	0.1781728907
916	0.1780019384
917	0.1778406145
918	0.1777240103
919	0.1775816777
920	0.1774876298
921	0.1772425061
922	0.177148573
923	0.1769957718
924	0.1767559698
925	0.1766245166
926	0.1764969002
927	0.1763615405
928	0.1762631441
929	0.1761245029
930	0.1759842638
931	0.1758396585
932	0.1756709702
933	0.1755727651
934	0.1753994299
935	0.1752483764
936	0.1750941172
937	0.1749618716
938	0.1748461989
939	0.1747196556
940	0.1745764669
941	0.1744375047
942	0.1742925267
943	0.1741366455
944	0.1739976787
945	0.1738435535
946	0.173733278
947	0.1736310572
948	0.1734837676
949	0.1733313587
950	0.1731852304
951	0.1730518914
952	0.172889218
953	0.1727699786
954	0.1726092572
955	0.1724307322
956	0.1723739109
957	0.1722112161
958	0.1721011262
959	0.171905126
960	0.1717684444
961	0.1716102318
962	0.1714898728
963	0.1713589197
964	0.1712016666
965	0.1711131444
966	0.1710232495
967	0.1708690029
968	0.1707886139
969	0.1707019555
970	0.1705693604
971	0.1704191903
972	0.1702773737
973	0.170152891
974	0.1700355635
975	0.1698944015
976	0.1697911693
977	0.1697056627
978	0.1695418415
979	0.1693042376
980	0.1692368769
981	0.1691443063
982	0.169057292
983	0.1689639769
984	0.1688326428
985	0.1687068752
986	0.1685236272
987	0.1684021666
988	0.1682661792
989	0.1681088118
990	0.16796089
991	0.1677893321
992	0.1676380847
993	0.1675061259
994	0.1673764205
995	0.1672872453
996	0.1671535569
997	0.1670530647
998	0.1669713864
999	0.1668110287
